customer_id,cust_id,customer_name,segment,region,status,created_at,channel,risk_score,revenue_tier,contact_email,contact_phone
C0002496,CUST-002496,customer_002496,B2C,EAST,active,2/20/2024,call_center,0,standard,customer_002496@example.test,33662573125
C0002497,CUST-002497,customer_002497,B2C,WEST,active,10/22/2024,partner,0.0523,standard,customer_002497@example.test,33957947450
C0002498,CUST-002498,customer_002498,B2C,METRO,active,7/13/2024,online,0.5819,standard,customer_002498@example.test,33331571604
C0002499,CUST-002499,customer_002499,SME,NORTH,active,6/2/2023,partner,0.5449,high,customer_002499@example.test,33152644582
C0002500,CUST-002500,customer_002500,SME,METRO,active,1/26/2024,call_center,0.4696,high,customer_002500@example.test,33913780498
C0002501,CUST-002501,customer_002501,B2C,NORTH,active,1/26/2025,retail_store,0.0725,standard,customer_002501@example.test,33242760741
C0002502,CUST-002502,customer_002502,B2C,EAST,active,12/15/2022,partner,0.4514,standard,customer_002502@example.test,33353425556
C0002503,CUST-002503,customer_002503,B2C,WEST,active,6/30/2022,retail_store,0,standard,customer_002503@example.test,33551095425
C0002504,CUST-002504,customer_002504,SME,EAST,active,4/3/2024,online,0.2418,standard,customer_002504@example.test,33820727126
C0002505,CUST-002505,customer_002505,B2C,METRO,active,9/6/2025,retail_store,0,standard,customer_002505@example.test,33326727332
C0002506,CUST-002506,customer_002506,B2C,WEST,churned,6/18/2024,call_center,0.3866,standard,customer_002506@example.test,33958819468
C0002507,CUST-002507,customer_002507,B2C,WEST,active,4/10/2025,retail_store,0.5298,standard,customer_002507@example.test,33313675726
C0002508,CUST-002508,customer_002508,B2C,CENTER,suspended,11/7/2025,call_center,0.3223,standard,customer_002508@example.test,33678320316
C0002509,CUST-002509,customer_002509,B2C,SOUTH,active,9/17/2024,partner,0.185,standard,customer_002509@example.test,33388333151
C0002510,CUST-002510,customer_002510,B2C,WEST,active,1/24/2022,retail_store,0.235,standard,customer_002510@example.test,33280193889
C0002511,CUST-002511,customer_002511,B2C,SOUTH,active,12/26/2023,call_center,0.4009,standard,customer_002511@example.test,33781573415
C0002512,CUST-002512,customer_002512,B2C,METRO,active,5/23/2024,online,0.0272,standard,customer_002512@example.test,33236504602
C0002513,CUST-002513,customer_002513,ENTERPRISE,SOUTH,active,9/29/2023,partner,0.0661,high,customer_002513@example.test,33518261350
C0002514,CUST-002514,customer_002514,B2C,NORTH,active,3/9/2022,online,0.2534,standard,customer_002514@example.test,33799706298
C0002515,CUST-002515,customer_002515,B2C,CENTER,active,12/26/2023,retail_store,0.5049,standard,customer_002515@example.test,33508368168
C0002516,CUST-002516,customer_002516,B2C,SOUTH,active,3/27/2022,partner,0.1792,standard,customer_002516@example.test,
C0002517,CUST-002517,customer_002517,B2C,CENTER,suspended,2/23/2022,online,0.1389,standard,customer_002517@example.test,33260702474
C0002518,CUST-002518,customer_002518,B2C,METRO,active,12/7/2024,retail_store,0.6767,standard,customer_002518@example.test,33273815229
C0002519,CUST-002519,customer_002519,B2C,SOUTH,active,10/5/2025,retail_store,0.5412,standard,,33493847543
C0002520,CUST-002520,customer_002520,B2C,WEST,active,1/10/2024,call_center,0.3061,standard,customer_002520@example.test,33007924636
C0002521,CUST-002521,customer_002521,B2C,CENTER,active,12/19/2023,call_center,0.6656,standard,customer_002521@example.test,33458387500
C0002522,CUST-002522,customer_002522,B2C,WEST,suspended,1/21/2023,online,0.3062,standard,customer_002522@example.test,33211359804
C0002523,CUST-002523,customer_002523,B2C,EAST,active,4/4/2025,partner,0.34,standard,customer_002523@example.test,33601933520
C0002524,CUST-002524,customer_002524,B2C,SOUTH,active,2/24/2024,online,0.4586,standard,customer_002524@example.test,33316426633
C0002525,CUST-002525,customer_002525,B2C,NORTH,suspended,1/25/2023,online,0.5996,standard,customer_002525@example.test,33199457405
C0002526,CUST-002526,customer_002526,B2C,METRO,active,3/1/2022,online,0.3622,standard,customer_002526@example.test,33005673526
C0002527,CUST-002527,customer_002527,B2C,EAST,active,6/4/2024,retail_store,0.239,standard,customer_002527@example.test,33022867106
C0002528,CUST-002528,customer_002528,B2C,NORTH,active,4/5/2025,retail_store,0.4816,standard,customer_002528@example.test,33577741490
C0002529,CUST-002529,customer_002529,B2C,EAST,active,9/21/2022,partner,0.5517,standard,customer_002529@example.test,33752615878
C0002530,CUST-002530,customer_002530,SME,CENTER,active,8/25/2022,partner,0.1176,standard,customer_002530@example.test,33317151114
C0002531,CUST-002531,customer_002531,B2C,SOUTH,active,10/22/2024,call_center,0.8089,standard,customer_002531@example.test,33731371741
C0002532,CUST-002532,customer_002532,SME,METRO,active,5/7/2025,call_center,0.3327,high,customer_002532@example.test,33085703401
C0002533,CUST-002533,customer_002533,SME,WEST,active,7/2/2022,partner,0.4515,standard,,33127383181
C0002534,CUST-002534,customer_002534,B2C,SOUTH,churned,4/17/2025,partner,0.3687,standard,customer_002534@example.test,33640019154
C0002535,CUST-002535,customer_002535,SME,METRO,active,6/15/2024,retail_store,0.4019,high,customer_002535@example.test,33424114754
C0002536,CUST-002536,customer_002536,ENTERPRISE,SOUTH,active,12/17/2024,retail_store,0.2802,high,customer_002536@example.test,33064211684
C0002537,CUST-002537,customer_002537,B2C,CENTER,active,7/20/2022,call_center,0.2272,standard,customer_002537@example.test,33665217464
C0002538,CUST-002538,customer_002538,B2C,SOUTH,active,6/6/2024,call_center,0.244,standard,customer_002538@example.test,33506054113
C0002539,CUST-002539,customer_002539,ENTERPRISE,METRO,active,4/4/2023,call_center,0.1202,standard,customer_002539@example.test,33078907869
C0002540,CUST-002540,customer_002540,B2C,WEST,active,4/20/2022,online,0.0695,standard,customer_002540@example.test,33830415447
C0002541,CUST-002541,customer_002541,B2C,SOUTH,active,4/2/2023,call_center,0.7623,standard,customer_002541@example.test,33736970168
C0002542,CUST-002542,customer_002542,B2C,EAST,active,6/6/2022,partner,0.3129,standard,customer_002542@example.test,33504093701
C0002543,CUST-002543,customer_002543,B2C,EAST,active,2/14/2025,partner,0.3451,standard,customer_002543@example.test,33290550957
C0002544,CUST-002544,customer_002544,B2C,NORTH,active,7/4/2024,retail_store,0.3915,standard,customer_002544@example.test,33806399241
C0002545,CUST-002545,customer_002545,B2C,NORTH,active,7/6/2023,online,0.4845,standard,customer_002545@example.test,33627890880
C0002546,CUST-002546,customer_002546,SME,NORTH,active,11/4/2022,online,0.0252,standard,customer_002546@example.test,33928223312
C0002547,CUST-002547,customer_002547,B2C,SOUTH,active,11/14/2025,retail_store,0.1494,standard,customer_002547@example.test,33616271413
C0002548,CUST-002548,customer_002548,B2C,METRO,active,1/22/2023,retail_store,0.3258,standard,customer_002548@example.test,33737421420
C0002549,CUST-002549,customer_002549,B2C,WEST,active,9/12/2024,call_center,0.593,standard,customer_002549@example.test,33994250592
C0002550,CUST-002550,customer_002550,SME,EAST,active,8/5/2025,online,0.556,standard,customer_002550@example.test,33587799364
C0002551,CUST-002551,customer_002551,B2C,SOUTH,active,12/15/2023,partner,0.5082,standard,customer_002551@example.test,33612921351
C0002552,CUST-002552,customer_002552,SME,NORTH,active,3/1/2023,online,0.5648,high,customer_002552@example.test,33350246948
C0002553,CUST-002553,customer_002553,SME,METRO,active,8/1/2022,retail_store,0.449,high,customer_002553@example.test,33208738570
C0002554,CUST-002554,customer_002554,B2C,METRO,active,3/1/2023,online,0.7471,standard,customer_002554@example.test,33085878379
C0002555,CUST-002555,customer_002555,B2C,NORTH,active,2/8/2025,retail_store,0.5522,standard,customer_002555@example.test,33993715193
C0002556,CUST-002556,customer_002556,B2C,CENTER,active,5/10/2025,retail_store,0.5962,standard,customer_002556@example.test,33374738113
C0002557,CUST-002557,customer_002557,B2C,METRO,active,6/30/2023,partner,0.5559,standard,customer_002557@example.test,33077005355
C0002558,CUST-002558,customer_002558,B2C,SOUTH,active,6/25/2023,online,0.7193,standard,customer_002558@example.test,33808293850
C0002559,CUST-002559,customer_002559,B2C,CENTER,active,9/12/2024,retail_store,0.6071,standard,customer_002559@example.test,33371564153
C0002560,CUST-002560,customer_002560,B2C,NORTH,active,5/2/2024,partner,0.2866,standard,customer_002560@example.test,33633119161
C0002561,CUST-002561,customer_002561,ENTERPRISE,CENTER,active,3/28/2023,online,0.1388,standard,customer_002561@example.test,33403779170
C0002562,CUST-002562,customer_002562,B2C,CENTER,active,3/9/2023,online,0.2065,standard,customer_002562@example.test,33892004582
C0002563,CUST-002563,customer_002563,B2C,NORTH,active,7/8/2023,partner,0.5328,standard,customer_002563@example.test,33847325506
C0002564,CUST-002564,customer_002564,SME,CENTER,active,2/19/2022,call_center,0.3196,standard,customer_002564@example.test,33791207209
C0002565,CUST-002565,customer_002565,B2C,METRO,suspended,4/25/2023,call_center,0.2347,standard,,33819968445
C0002566,CUST-002566,customer_002566,ENTERPRISE,WEST,suspended,7/4/2024,call_center,0.0278,high,customer_002566@example.test,33540515567
C0002567,CUST-002567,customer_002567,B2C,CENTER,active,4/10/2022,online,0.309,standard,customer_002567@example.test,33993001341
C0002568,CUST-002568,customer_002568,B2C,METRO,active,4/17/2022,partner,0.0356,standard,customer_002568@example.test,33091446548
C0002569,CUST-002569,customer_002569,ENTERPRISE,NORTH,active,8/25/2023,online,0.6942,high,customer_002569@example.test,33976834875
C0002570,CUST-002570,customer_002570,B2C,EAST,suspended,8/1/2023,partner,0.399,standard,customer_002570@example.test,33576013807
C0002571,CUST-002571,customer_002571,B2C,NORTH,suspended,12/16/2022,online,0.4073,standard,customer_002571@example.test,33508159590
C0002572,CUST-002572,customer_002572,B2C,NORTH,active,5/25/2022,partner,0.1411,standard,customer_002572@example.test,33647763103
C0002573,CUST-002573,customer_002573,B2C,SOUTH,active,7/28/2024,partner,0.2212,standard,customer_002573@example.test,33616844469
C0002574,CUST-002574,customer_002574,B2C,METRO,active,1/4/2023,call_center,0.3731,standard,customer_002574@example.test,33183281137
C0002575,CUST-002575,customer_002575,B2C,METRO,active,7/26/2023,partner,0.6206,standard,customer_002575@example.test,33975914489
C0002576,CUST-002576,customer_002576,B2C,NORTH,active,9/26/2023,partner,0.2299,standard,customer_002576@example.test,33846392488
C0002577,CUST-002577,customer_002577,B2C,WEST,active,9/6/2024,partner,0.1843,standard,customer_002577@example.test,33497378053
C0002578,CUST-002578,customer_002578,B2C,NORTH,active,1/6/2025,partner,0.0655,standard,customer_002578@example.test,33289747676
C0002579,CUST-002579,customer_002579,ENTERPRISE,NORTH,active,6/17/2022,online,0,high,customer_002579@example.test,33259931769
C0002580,CUST-002580,customer_002580,SME,NORTH,active,12/29/2023,partner,0.0727,standard,customer_002580@example.test,33910563967
C0002581,CUST-002581,customer_002581,B2C,EAST,active,9/4/2024,partner,0.9632,standard,customer_002581@example.test,33577025015
C0002582,CUST-002582,customer_002582,B2C,CENTER,active,8/3/2025,call_center,0,standard,customer_002582@example.test,33525637448
C0002583,CUST-002583,customer_002583,B2C,EAST,active,9/2/2025,partner,0.0284,standard,customer_002583@example.test,33633542050
C0002584,CUST-002584,customer_002584,SME,SOUTH,active,11/5/2025,partner,0.6148,high,customer_002584@example.test,33728276958
C0002585,CUST-002585,customer_002585,B2C,METRO,active,7/13/2023,retail_store,0.321,standard,customer_002585@example.test,33603669802
C0002586,CUST-002586,customer_002586,B2C,EAST,active,12/20/2022,call_center,0.0347,standard,customer_002586@example.test,33500796165
C0002587,CUST-002587,customer_002587,B2C,WEST,active,6/9/2023,retail_store,0.3316,standard,customer_002587@example.test,
C0002588,CUST-002588,customer_002588,SME,WEST,active,12/4/2023,retail_store,0.4526,high,customer_002588@example.test,33915697807
C0002589,CUST-002589,customer_002589,B2C,NORTH,active,4/5/2022,online,0.206,standard,customer_002589@example.test,33490237432
C0002590,CUST-002590,customer_002590,B2C,METRO,active,7/25/2023,call_center,0.3282,standard,customer_002590@example.test,33016959911
C0002591,CUST-002591,customer_002591,B2C,EAST,active,6/23/2023,online,0.3615,standard,customer_002591@example.test,33879146595
C0002592,CUST-002592,customer_002592,B2C,SOUTH,active,1/22/2023,retail_store,1,standard,customer_002592@example.test,33059666942
C0002593,CUST-002593,customer_002593,ENTERPRISE,EAST,active,2/16/2025,retail_store,0.3125,standard,customer_002593@example.test,33428846377
C0002594,CUST-002594,customer_002594,B2C,METRO,active,4/20/2022,retail_store,0.1466,standard,,33277217931
C0002595,CUST-002595,customer_002595,B2C,EAST,active,11/20/2022,partner,0.0683,standard,customer_002595@example.test,33483726877
C0002596,CUST-002596,customer_002596,B2C,CENTER,active,12/14/2024,call_center,0.4544,standard,customer_002596@example.test,33128672877
C0002597,CUST-002597,customer_002597,SME,WEST,suspended,4/17/2022,call_center,0.5635,standard,customer_002597@example.test,33969652415
C0002598,CUST-002598,customer_002598,B2C,CENTER,active,2/7/2022,call_center,0.3743,standard,,33107191294
C0002599,CUST-002599,customer_002599,B2C,WEST,active,1/4/2023,partner,0.1722,standard,customer_002599@example.test,33963550193
C0002600,CUST-002600,customer_002600,SME,METRO,active,8/22/2022,call_center,0.5532,standard,customer_002600@example.test,33731370017
C0002601,CUST-002601,customer_002601,B2C,WEST,active,2/26/2022,partner,0.3757,standard,customer_002601@example.test,33737339701
C0002602,CUST-002602,customer_002602,SME,NORTH,active,8/16/2023,retail_store,0.3498,high,customer_002602@example.test,33892240061
C0002603,CUST-002603,customer_002603,B2C,EAST,active,4/30/2025,partner,0.415,standard,customer_002603@example.test,33514358047
C0002604,CUST-002604,customer_002604,SME,METRO,active,3/8/2022,call_center,0.3177,high,customer_002604@example.test,33531195960
C0002605,CUST-002605,customer_002605,B2C,WEST,active,1/26/2023,call_center,0.5293,standard,customer_002605@example.test,33796605485
C0002606,CUST-002606,customer_002606,B2C,EAST,active,7/14/2023,retail_store,0,standard,customer_002606@example.test,33640694861
C0002607,CUST-002607,customer_002607,B2C,EAST,active,8/5/2022,retail_store,0.0914,standard,customer_002607@example.test,33488160580
C0002608,CUST-002608,customer_002608,B2C,METRO,active,11/8/2023,call_center,0.3522,standard,customer_002608@example.test,33082678650
C0002609,CUST-002609,customer_002609,B2C,NORTH,churned,10/9/2022,call_center,0.3861,standard,customer_002609@example.test,33088050151
C0002610,CUST-002610,customer_002610,B2C,METRO,active,12/29/2022,partner,0,standard,customer_002610@example.test,33970424169
C0002611,CUST-002611,customer_002611,B2C,SOUTH,active,1/12/2022,partner,0.6692,standard,customer_002611@example.test,33006814365
C0002612,CUST-002612,customer_002612,B2C,SOUTH,active,8/25/2025,partner,0.3012,standard,customer_002612@example.test,
C0002613,CUST-002613,customer_002613,B2C,NORTH,active,7/25/2024,call_center,0.3552,standard,customer_002613@example.test,33007784284
C0002614,CUST-002614,customer_002614,B2C,WEST,active,7/4/2025,partner,0.2435,standard,customer_002614@example.test,33706672192
C0002615,CUST-002615,customer_002615,B2C,SOUTH,active,8/29/2022,call_center,0.4996,standard,customer_002615@example.test,33215272597
C0002616,CUST-002616,customer_002616,B2C,WEST,churned,11/10/2025,online,0.8686,standard,customer_002616@example.test,33912059944
C0002617,CUST-002617,customer_002617,B2C,WEST,active,12/28/2024,online,0.6264,standard,customer_002617@example.test,33620836108
C0002618,CUST-002618,customer_002618,B2C,WEST,active,3/20/2022,online,0.5269,standard,customer_002618@example.test,33206370355
C0002619,CUST-002619,customer_002619,SME,CENTER,active,9/10/2022,partner,0.1514,high,customer_002619@example.test,33296586360
C0002620,CUST-002620,customer_002620,B2C,WEST,active,1/21/2023,retail_store,0.4314,standard,customer_002620@example.test,33922545080
C0002621,CUST-002621,customer_002621,B2C,CENTER,active,8/6/2024,retail_store,0.5601,standard,customer_002621@example.test,33718341000
C0002622,CUST-002622,customer_002622,B2C,EAST,active,5/9/2023,retail_store,0,standard,customer_002622@example.test,33046035608
C0002623,CUST-002623,customer_002623,SME,METRO,active,3/20/2022,partner,0.279,standard,customer_002623@example.test,33904479058
C0002624,CUST-002624,customer_002624,B2C,WEST,active,9/27/2024,online,0.7822,standard,customer_002624@example.test,33764513005
C0002625,CUST-002625,customer_002625,SME,NORTH,churned,10/2/2024,call_center,0.3045,standard,customer_002625@example.test,33842740628
C0002626,CUST-002626,customer_002626,B2C,NORTH,active,12/7/2023,call_center,0.4939,standard,customer_002626@example.test,33052851550
C0002627,CUST-002627,customer_002627,B2C,EAST,active,7/8/2022,partner,0.1143,standard,customer_002627@example.test,33505139184
C0002628,CUST-002628,customer_002628,B2C,METRO,active,8/16/2023,online,0.2687,standard,customer_002628@example.test,33074045156
C0002629,CUST-002629,customer_002629,SME,SOUTH,active,11/12/2022,partner,0.0928,standard,customer_002629@example.test,33994738793
C0002630,CUST-002630,customer_002630,SME,METRO,active,2/22/2023,online,0.5197,high,customer_002630@example.test,33636071241
C0002631,CUST-002631,customer_002631,B2C,EAST,active,10/8/2022,call_center,0,standard,customer_002631@example.test,33669436436
C0002632,CUST-002632,customer_002632,B2C,NORTH,active,10/8/2023,call_center,0.2615,standard,customer_002632@example.test,33681508951
C0002633,CUST-002633,customer_002633,B2C,SOUTH,active,8/9/2022,partner,0.1358,standard,customer_002633@example.test,33330230423
C0002634,CUST-002634,customer_002634,B2C,CENTER,active,5/6/2023,online,0.1554,standard,customer_002634@example.test,33602509270
C0002635,CUST-002635,customer_002635,B2C,EAST,active,1/23/2025,partner,0.5599,standard,customer_002635@example.test,33072602757
C0002636,CUST-002636,customer_002636,B2C,WEST,active,10/28/2024,online,0.2494,standard,customer_002636@example.test,33738088233
C0002637,CUST-002637,customer_002637,B2C,WEST,active,5/31/2025,retail_store,0.2784,standard,customer_002637@example.test,33751862109
C0002638,CUST-002638,customer_002638,B2C,METRO,active,4/27/2024,retail_store,0.5989,standard,customer_002638@example.test,
C0002639,CUST-002639,customer_002639,B2C,WEST,active,10/29/2024,online,0.4419,standard,customer_002639@example.test,33425284658
C0002640,CUST-002640,customer_002640,B2C,NORTH,active,5/7/2025,retail_store,0.2584,standard,customer_002640@example.test,33419979703
C0002641,CUST-002641,customer_002641,B2C,CENTER,active,2/18/2025,online,0,standard,customer_002641@example.test,33448789048
C0002642,CUST-002642,customer_002642,B2C,EAST,active,11/18/2025,partner,0.0212,standard,customer_002642@example.test,33260213180
C0002643,CUST-002643,customer_002643,B2C,METRO,active,4/25/2022,call_center,0.6148,standard,customer_002643@example.test,33430878037
C0002644,CUST-002644,customer_002644,SME,METRO,active,5/9/2023,partner,0.2085,high,customer_002644@example.test,33887041557
C0002645,CUST-002645,customer_002645,B2C,SOUTH,active,6/19/2024,retail_store,0.3101,standard,customer_002645@example.test,33175624799
C0002646,CUST-002646,customer_002646,B2C,SOUTH,active,8/16/2022,partner,0.1748,standard,customer_002646@example.test,33273059766
C0002647,CUST-002647,customer_002647,B2C,NORTH,churned,12/2/2024,call_center,0.3014,standard,customer_002647@example.test,33157746621
C0002648,CUST-002648,customer_002648,B2C,CENTER,active,5/25/2024,call_center,0.1326,standard,customer_002648@example.test,33554245866
C0002649,CUST-002649,customer_002649,B2C,CENTER,active,8/6/2024,retail_store,0.5812,standard,customer_002649@example.test,33406015413
C0002650,CUST-002650,customer_002650,B2C,SOUTH,active,10/6/2025,retail_store,0.6132,standard,customer_002650@example.test,33923898622
C0002651,CUST-002651,customer_002651,SME,WEST,active,5/12/2024,retail_store,0,standard,customer_002651@example.test,33565748084
C0002652,CUST-002652,customer_002652,B2C,NORTH,active,4/2/2025,retail_store,0.1705,standard,customer_002652@example.test,33735060012
C0002653,CUST-002653,customer_002653,B2C,EAST,active,7/27/2025,online,0.1483,standard,customer_002653@example.test,33091009166
C0002654,CUST-002654,customer_002654,B2C,EAST,active,9/29/2023,retail_store,0.2299,standard,,33178462742
C0002655,CUST-002655,customer_002655,B2C,METRO,active,9/25/2022,call_center,0.2088,standard,customer_002655@example.test,33730732166
C0002656,CUST-002656,customer_002656,B2C,WEST,active,8/6/2022,online,0.1105,standard,customer_002656@example.test,
C0002657,CUST-002657,customer_002657,B2C,NORTH,churned,7/7/2023,retail_store,0.496,standard,customer_002657@example.test,33434946526
C0002658,CUST-002658,customer_002658,SME,NORTH,active,1/30/2023,call_center,0.545,standard,customer_002658@example.test,33411602859
C0002659,CUST-002659,customer_002659,B2C,CENTER,active,10/17/2024,call_center,0.151,standard,customer_002659@example.test,33592041552
C0002660,CUST-002660,customer_002660,ENTERPRISE,METRO,active,12/4/2022,retail_store,0.5931,high,customer_002660@example.test,33643032977
C0002661,CUST-002661,customer_002661,B2C,EAST,active,10/25/2022,call_center,0.2134,standard,customer_002661@example.test,33740477246
C0002662,CUST-002662,customer_002662,SME,WEST,active,11/10/2024,retail_store,0.5509,standard,customer_002662@example.test,33906710099
C0002663,CUST-002663,customer_002663,B2C,SOUTH,active,12/5/2022,retail_store,0.6363,standard,customer_002663@example.test,33282658597
C0002664,CUST-002664,customer_002664,B2C,SOUTH,active,4/27/2025,online,0.4761,standard,,33579991584
C0002665,CUST-002665,customer_002665,B2C,EAST,churned,8/28/2022,retail_store,0.5061,standard,customer_002665@example.test,33440708063
C0002666,CUST-002666,customer_002666,B2C,CENTER,active,8/21/2025,call_center,0.344,standard,customer_002666@example.test,33784590731
C0002667,CUST-002667,customer_002667,B2C,METRO,active,5/27/2022,retail_store,0.1043,standard,customer_002667@example.test,33815447889
C0002668,CUST-002668,customer_002668,B2C,WEST,active,4/30/2022,call_center,0.5445,standard,customer_002668@example.test,33709506263
C0002669,CUST-002669,customer_002669,B2C,EAST,active,2/19/2023,retail_store,0.133,standard,,33798047078
C0002670,CUST-002670,customer_002670,SME,METRO,active,5/22/2025,partner,0.4564,standard,customer_002670@example.test,33399963691
C0002671,CUST-002671,customer_002671,B2C,EAST,active,10/22/2025,retail_store,0.8347,standard,customer_002671@example.test,33928262901
C0002672,CUST-002672,customer_002672,SME,NORTH,active,3/28/2025,call_center,0.2943,high,customer_002672@example.test,33787155333
C0002673,CUST-002673,customer_002673,B2C,CENTER,suspended,5/26/2022,retail_store,0.0937,standard,customer_002673@example.test,33619617650
C0002674,CUST-002674,customer_002674,SME,NORTH,active,12/18/2022,partner,0.0356,standard,customer_002674@example.test,33995870051
C0002675,CUST-002675,customer_002675,ENTERPRISE,SOUTH,active,8/27/2025,online,0.6223,high,customer_002675@example.test,33053769328
C0002676,CUST-002676,customer_002676,B2C,METRO,active,10/16/2024,call_center,0.0763,standard,customer_002676@example.test,33622689753
C0002677,CUST-002677,customer_002677,B2C,EAST,active,6/17/2023,retail_store,0.2355,standard,customer_002677@example.test,33757931444
C0002678,CUST-002678,customer_002678,B2C,NORTH,active,3/2/2025,partner,0.3213,standard,customer_002678@example.test,33596243840
C0002679,CUST-002679,customer_002679,ENTERPRISE,METRO,active,10/6/2024,partner,0.4307,high,customer_002679@example.test,33368507051
C0002680,CUST-002680,customer_002680,B2C,NORTH,active,8/31/2022,online,0.3188,standard,customer_002680@example.test,33186720759
C0002681,CUST-002681,customer_002681,B2C,METRO,active,5/29/2024,online,0.0583,standard,customer_002681@example.test,33601504340
C0002682,CUST-002682,customer_002682,B2C,SOUTH,active,2/1/2024,call_center,0.0786,standard,customer_002682@example.test,33475665732
C0002683,CUST-002683,customer_002683,B2C,EAST,active,5/1/2022,call_center,0.6164,standard,customer_002683@example.test,33233094621
C0002684,CUST-002684,customer_002684,B2C,NORTH,active,7/20/2022,partner,0.3545,standard,customer_002684@example.test,33537305342
C0002685,CUST-002685,customer_002685,B2C,WEST,active,5/24/2022,partner,0.4378,standard,customer_002685@example.test,33615071066
C0002686,CUST-002686,customer_002686,B2C,SOUTH,active,7/30/2024,online,0.4691,standard,customer_002686@example.test,33041179779
C0002687,CUST-002687,customer_002687,B2C,CENTER,active,8/7/2023,partner,0.083,standard,customer_002687@example.test,33087496122
C0002688,CUST-002688,customer_002688,SME,SOUTH,active,10/3/2025,partner,0.4496,standard,customer_002688@example.test,33779888243
C0002689,CUST-002689,customer_002689,B2C,CENTER,active,1/6/2025,partner,0.5894,standard,customer_002689@example.test,33823009715
C0002690,CUST-002690,customer_002690,SME,CENTER,suspended,8/25/2022,retail_store,0.3443,standard,customer_002690@example.test,33367211567
C0002691,CUST-002691,customer_002691,B2C,NORTH,active,1/2/2025,retail_store,0.4662,standard,customer_002691@example.test,33649137165
C0002692,CUST-002692,customer_002692,B2C,METRO,active,3/20/2023,online,0.2724,standard,customer_002692@example.test,33963781319
C0002693,CUST-002693,customer_002693,B2C,METRO,active,5/10/2023,partner,0.4894,standard,,33790464494
C0002694,CUST-002694,customer_002694,B2C,CENTER,active,7/21/2022,retail_store,0,standard,customer_002694@example.test,33278911926
C0002695,CUST-002695,customer_002695,B2C,NORTH,active,10/22/2024,partner,0.4179,standard,customer_002695@example.test,33814416661
C0002696,CUST-002696,customer_002696,B2C,METRO,active,6/1/2025,call_center,0.3313,standard,customer_002696@example.test,33067080585
C0002697,CUST-002697,customer_002697,B2C,METRO,active,6/30/2025,partner,0.0176,standard,customer_002697@example.test,33572400303
C0002698,CUST-002698,customer_002698,B2C,CENTER,active,7/9/2022,partner,0.3824,standard,customer_002698@example.test,33896224947
C0002699,CUST-002699,customer_002699,B2C,NORTH,active,4/22/2025,call_center,0.6847,standard,customer_002699@example.test,33519901026
C0002700,CUST-002700,customer_002700,B2C,CENTER,active,10/24/2022,partner,0,standard,customer_002700@example.test,33770859426
C0002701,CUST-002701,customer_002701,B2C,METRO,active,1/30/2024,call_center,0.4065,standard,customer_002701@example.test,33213801155
C0002702,CUST-002702,customer_002702,B2C,NORTH,active,1/30/2024,online,0.5184,standard,customer_002702@example.test,33855323750
C0002703,CUST-002703,customer_002703,B2C,WEST,active,8/5/2024,call_center,0.6732,standard,customer_002703@example.test,33324342139
C0002704,CUST-002704,customer_002704,B2C,CENTER,churned,6/14/2024,retail_store,0.1065,standard,customer_002704@example.test,33733500645
C0002705,CUST-002705,customer_002705,B2C,NORTH,churned,11/27/2024,retail_store,0.2113,standard,customer_002705@example.test,33828625587
C0002706,CUST-002706,customer_002706,B2C,METRO,active,2/17/2022,partner,0.2306,standard,customer_002706@example.test,33258736080
C0002707,CUST-002707,customer_002707,B2C,METRO,active,10/22/2022,retail_store,0.65,standard,customer_002707@example.test,33750115327
C0002708,CUST-002708,customer_002708,ENTERPRISE,SOUTH,active,7/15/2022,call_center,0.2248,standard,customer_002708@example.test,33568863713
C0002709,CUST-002709,customer_002709,ENTERPRISE,CENTER,active,1/17/2022,online,0.5675,standard,customer_002709@example.test,33289812239
C0002710,CUST-002710,customer_002710,SME,WEST,active,1/15/2024,retail_store,0.0928,standard,customer_002710@example.test,33644512562
C0002711,CUST-002711,customer_002711,B2C,CENTER,suspended,7/29/2023,partner,0.5113,standard,customer_002711@example.test,33299613807
C0002712,CUST-002712,customer_002712,B2C,WEST,active,6/4/2024,retail_store,0.0614,standard,customer_002712@example.test,33451068382
C0002713,CUST-002713,customer_002713,B2C,SOUTH,churned,1/31/2022,call_center,0.2627,standard,customer_002713@example.test,33710363056
C0002714,CUST-002714,customer_002714,B2C,METRO,active,12/27/2022,call_center,0.1122,standard,customer_002714@example.test,33969412352
C0002715,CUST-002715,customer_002715,B2C,CENTER,active,1/4/2022,partner,0.3711,standard,customer_002715@example.test,33071492360
C0002716,CUST-002716,customer_002716,ENTERPRISE,CENTER,active,8/24/2025,call_center,0.0823,standard,customer_002716@example.test,33444372132
C0002717,CUST-002717,customer_002717,SME,METRO,active,10/12/2024,partner,0.4159,standard,customer_002717@example.test,33191804384
C0002718,CUST-002718,customer_002718,B2C,CENTER,churned,11/6/2023,partner,0.6237,standard,customer_002718@example.test,33421818018
C0002719,CUST-002719,customer_002719,B2C,WEST,active,7/7/2022,retail_store,0.4526,standard,customer_002719@example.test,33974603023
C0002720,CUST-002720,customer_002720,B2C,CENTER,active,2/4/2022,call_center,0.4294,standard,customer_002720@example.test,33327588811
C0002721,CUST-002721,customer_002721,B2C,SOUTH,active,3/24/2023,online,0.4182,standard,customer_002721@example.test,33726189109
