subscriber_id,subscriber_key,client_id,subscriber_id_alt,msisdn,imsi,plan_id,status,activation_date,churn_date,region
S00004412,SUB-00004412,C0001842,SUBSCR-0004412,33601569138,002253488475818,P_BIZ_200,active,2024-09-12,,EAST
S00004413,SUB-00004413,C0001842,SUBSCR-0004413,33737831048,066391199598822,P_BIZ_200,active,2025-05-27,,EAST
S00004414,SUB-00004414,C0001842,SUBSCR-0004414,33018799499,609546154809535,P_BIZ_200,active,2024-02-27,,EAST
S00004415,SUB-00004415,C0001842,SUBSCR-0004415,33947489676,807411329651620,P_PREMIUM_120,active,2024-05-24,,EAST
S00004416,SUB-00004416,C0001843,SUBSCR-0004416,33374757753,403325337870812,P_BASIC_10,active,2025-11-24,,EAST
S00004417,SUB-00004417,C0001843,SUBSCR-0004417,33400188169,866848062177824,P_PLUS_40,active,2025-10-09,,EAST
S00004418,SUB-00004418,C0001843,SUBSCR-0004418,33455612068,518563098762390,P_PLUS_40,active,2024-11-03,,EAST
S00004419,SUB-00004419,C0001844,SUBSCR-0004419,33573825906,921098756806859,P_BASIC_10,active,2023-04-17,,WEST
S00004420,SUB-00004420,C0001844,SUBSCR-0004420,33149526957,687473634912620,P_BIZ_200,active,2023-05-27,,WEST
S00004421,SUB-00004421,C0001844,SUBSCR-0004421,33601687186,256449064631477,P_PLUS_40,active,2025-05-22,,WEST
S00004422,SUB-00004422,C0001844,SUBSCR-0004422,33967798915,282066623629817,P_PLUS_40,active,2024-11-06,,WEST
S00004423,SUB-00004423,C0001845,SUBSCR-0004423,33403639830,161927951291028,P_BIZ_200,active,2023-09-30,,WEST
S00004424,SUB-00004424,C0001845,SUBSCR-0004424,33478311425,059793231412788,P_PLUS_40,active,2025-03-15,,WEST
S00004425,SUB-00004425,C0001845,SUBSCR-0004425,33533237787,468425533102711,P_PREMIUM_120,active,2024-04-30,,WEST
S00004426,SUB-00004426,C0001846,SUBSCR-0004426,33518988142,727159490298029,P_PLUS_40,active,2025-10-01,,NORTH
S00004427,SUB-00004427,C0001846,SUBSCR-0004427,33680683982,784158555604143,P_PLUS_40,suspended,2025-08-13,,NORTH
S00004428,SUB-00004428,C0001847,SUBSCR-0004428,33967003015,165359885567530,P_PREMIUM_120,active,2025-11-30,,WEST
S00004429,SUB-00004429,C0001847,SUBSCR-0004429,33402813186,,P_PLUS_40,active,2025-06-18,,WEST
S00004430,SUB-00004430,C0001848,SUBSCR-0004430,33452169909,553741295858822,P_PREMIUM_120,active,2022-08-16,,WEST
S00004431,SUB-00004431,C9999998,SUBSCR-0004431,33262690041,992540366329336,P_PLUS_40,active,2022-07-09,,WEST
S00004432,SUB-00004432,C0001848,SUBSCR-0004432,33158464615,152306373649809,P_PLUS_40,active,2024-08-22,,WEST
S00004433,SUB-00004433,C0001849,SUBSCR-0004433,33085037382,759710928748081,P_BASIC_10,active,2025-05-15,,CENTER
S00004434,SUB-00004434,C0001849,SUBSCR-0004434,33499160334,456600440890143,P_BASIC_10,active,2024-03-07,,CENTER
S00004435,SUB-00004435,C0001850,SUBSCR-0004435,33929715583,507169374261650,P_PREMIUM_120,active,2025-04-23,,NORTH
S00004436,SUB-00004436,C0001850,SUBSCR-0004436,33097838482,827494870530266,P_BASIC_10,active,2024-12-01,,NORTH
S00004437,SUB-00004437,C0001851,SUBSCR-0004437,33891045132,319147091804748,P_PLUS_40,active,2025-06-16,,SOUTH
S00004438,SUB-00004438,C0001851,SUBSCR-0004438,33404004968,303415558077548,P_BIZ_200,active,2025-02-22,,SOUTH
S00004439,SUB-00004439,C0001852,SUBSCR-0004439,33300480103,067122931403745,P_PREMIUM_120,active,2025-02-11,,EAST
S00004440,SUB-00004440,C0001852,SUBSCR-0004440,33538950652,763872428295797,P_BASIC_10,active,2025-02-02,,EAST
S00004441,SUB-00004441,C0001852,SUBSCR-0004441,33288308181,415933916763365,P_PLUS_40,active,2025-05-20,,EAST
S00004442,SUB-00004442,C0001853,SUBSCR-0004442,33015984221,674319562070824,P_PLUS_40,active,2025-12-11,,WEST
S00004443,SUB-00004443,C0001854,SUBSCR-0004443,33587127872,967495729934595,P_PLUS_40,active,2025-05-09,,WEST
S00004444,SUB-00004444,C0001854,SUBSCR-0004444,33466676457,046898195701034,P_PREMIUM_120,suspended,2024-06-16,,WEST
S00004445,SUB-00004445,C0001854,SUBSCR-0004445,33277192799,563931269536923,P_PLUS_40,active,2025-07-06,,WEST
S00004446,SUB-00004446,C0001855,SUBSCR-0004446,33399667236,565545650757981,P_PREMIUM_120,churned,2025-10-01,2025-12-07,NORTH
S00004447,SUB-00004447,C0001855,SUBSCR-0004447,33192718243,884787580898666,P_BASIC_10,active,2024-08-19,,NORTH
S00004448,SUB-00004448,C0001855,SUBSCR-0004448,33486296890,052475799059439,P_PLUS_40,active,2024-02-16,,NORTH
S00004449,SUB-00004449,C0001856,SUBSCR-0004449,33500751506,087059234676915,P_PLUS_40,active,2023-07-06,,WEST
S00004450,SUB-00004450,C0001856,SUBSCR-0004450,33878968525,410809579694311,P_BIZ_200,churned,2025-04-16,2025-11-14,WEST
S00004451,SUB-00004451,C0001856,SUBSCR-0004451,33580776219,721008940793520,P_BIZ_200,active,2024-07-28,,WEST
S00004452,SUB-00004452, C0001857 ,SUBSCR-0004452,33403457136,869653473317623,P_PREMIUM_120,active,2025-12-28,,NORTH
S00004453,SUB-00004453,C0001857,SUBSCR-0004453,33014910117,399068192470849,P_PLUS_40,suspended,2025-11-12,,NORTH
S00004454,SUB-00004454,C0001858,SUBSCR-0004454,33098064084,961305725273990,P_PREMIUM_120,active,2023-01-25,,SOUTH
S00004455,SUB-00004455,C0001859,SUBSCR-0004455,33435574056,595753825927347,P_BASIC_10,suspended,2025-12-01,,CENTER
S00004456,SUB-00004456,C0001859,SUBSCR-0004456,33414919594,460183688336648,P_PREMIUM_120,churned,2024-03-21,2025-08-15,CENTER
S00004457,SUB-00004457,C0001860,SUBSCR-0004457,33381199752,519122902759151,P_PLUS_40,active,2025-04-10,,EAST
S00004458,SUB-00004458,C0001860,SUBSCR-0004458,33749070895,364367119341251,P_PLUS_40,active,2025-04-11,,EAST
S00004459,SUB-00004459,C9999994,SUBSCR-0004459,33555311509,237329106416476,P_PLUS_40,churned,2025-12-15,2025-12-27,SOUTH
S00004460,SUB-00004460,C0001862,SUBSCR-0004460,33578462278,764857485673476,P_BASIC_10,active,2025-11-23,,EAST
S00004461,SUB-00004461,C0001862,SUBSCR-0004461,33929102910,475650960692735,P_PLUS_40,active,2025-10-20,,EAST
S00004462,SUB-00004462,C0001863,SUBSCR-0004462,33345772418,218076338618186,P_PLUS_40,churned,2025-09-10,2025-09-19,WEST
S00004463,SUB-00004463,C0001863,SUBSCR-0004463,33593492764,007156132089342,P_PLUS_40,active,2025-04-22,,WEST
S00004464,SUB-00004464,C0001863,SUBSCR-0004464,33483608175,993662397341354,P_PREMIUM_120,active,2025-08-25,,WEST
S00004465,SUB-00004465,C0001864,SUBSCR-0004465,33257724727,999794469455254,P_PLUS_40,active,2025-01-08,,NORTH
S00004466,SUB-00004466,C0001864,SUBSCR-0004466,33435789634,331048307515473,P_PLUS_40,active,2025-12-01,,NORTH
S00004467,SUB-00004467,C0001865,SUBSCR-0004467,33443210091,244089592136460,P_PLUS_40,active,2024-11-21,,EAST
S00004468,SUB-00004468,C0001865,SUBSCR-0004468,33610140716,439884888982005,P_PREMIUM_120,active,2024-08-23,,EAST
S00004469,SUB-00004469,C0001866,SUBSCR-0004469,33061794611,370975852931380,P_PLUS_40,active,2024-06-28,,SOUTH
S00004470,SUB-00004470,C0001866,SUBSCR-0004470,33632984071,532396634374111,P_PLUS_40,active,2025-05-05,,SOUTH
S00004471,SUB-00004471,C0001866,SUBSCR-0004471,33005347324,513351893791921,P_BIZ_200,active,2025-05-04,,SOUTH
S00004472,SUB-00004472,C0001867,SUBSCR-0004472,33084515115,,P_PLUS_40,active,2025-12-05,,NORTH
S00004473,SUB-00004473,C0001867,SUBSCR-0004473,33511552426,098706807821523,P_BIZ_200,active,2025-10-04,,NORTH
S00004474,SUB-00004474,C0001867,SUBSCR-0004474,33085106250,410146053806630,P_BIZ_200,active,2025-10-05,,NORTH
S00004475,SUB-00004475,C0001867,SUBSCR-0004475,33251588343,577343006716597,P_BIZ_200,active,2025-10-08,,NORTH
S00004476,SUB-00004476,C0001867,SUBSCR-0004476,33448766443,894135871386342,P_BIZ_200,active,2025-11-18,,NORTH
S00004477,SUB-00004477,C0001867,SUBSCR-0004477,33893840551,635462375696892,P_BIZ_200,active,2025-10-03,,NORTH
S00004478,SUB-00004478,C0001868,SUBSCR-0004478,33423027724,331743725937912,P_BASIC_10,active,2025-12-10,,METRO
S00004479,SUB-00004479,C0001869,SUBSCR-0004479,33464230424,368737197741437,P_BIZ_200,active,2022-09-12,,CENTER
S00004480,SUB-00004480,C0001869,SUBSCR-0004480,33272504883,238104568491980,P_PREMIUM_120,active,2024-03-02,,CENTER
S00004481,SUB-00004481,c0001869,SUBSCR-0004481,33332947818,363925995928401,P_PREMIUM_120,active,2025-10-29,,CENTER
S00004482,SUB-00004482,C0001869,SUBSCR-0004482,33156872637,801460552180755,P_PREMIUM_120,active,2025-05-12,,CENTER
S00004483,SUB-00004483,C0001870,SUBSCR-0004483,33442009879,495422664682254,P_BASIC_10,active,2025-04-07,,CENTER
S00004484,SUB-00004484,C0001871,SUBSCR-0004484,33469226334,670392690337972,P_BASIC_10,suspended,2024-10-16,,NORTH
S00004485,SUB-00004485,C0001871,SUBSCR-0004485,33462578487,234617246437334,P_BASIC_10,active,2025-08-09,,NORTH
S00004486,SUB-00004486,C0001872,SUBSCR-0004486,33944740772,359834323863852,P_PREMIUM_120,active,2024-08-18,,SOUTH
S00004487,SUB-00004487,C0001872,SUBSCR-0004487,33194704330,483511004109714,P_BIZ_200,active,2025-08-20,,SOUTH
S00004488,SUB-00004488,C0001872,SUBSCR-0004488,33350702935,698150880281181,P_PREMIUM_120,active,2024-03-09,,SOUTH
S00004489,SUB-00004489,C9999990,SUBSCR-0004489,33491026519,034482615336321,P_PLUS_40,active,2025-04-08,,EAST
S00004490,SUB-00004490,C0001873,SUBSCR-0004490,33012181600,322948835807176,P_PREMIUM_120,active,2025-11-08,,EAST
S00004491,SUB-00004491,C0001874,SUBSCR-0004491,33263323676,533949719851896,P_PLUS_40,active,2024-12-30,,METRO
S00004492,SUB-00004492,C0001874,SUBSCR-0004492,33464968938,609569068422035,P_BIZ_200,active,2025-02-26,,METRO
S00004493,SUB-00004493,C0001875,SUBSCR-0004493,33198880224,678644045575614,P_BASIC_10,active,2025-05-08,,METRO
S00004494,SUB-00004494,C0001875,SUBSCR-0004494,33389817031,534588761693823,P_BASIC_10,active,2025-01-24,,METRO
S00004495,SUB-00004495,C9999990,SUBSCR-0004495,33298750121,155216554153203,P_BASIC_10,churned,2025-10-07,2025-12-02,METRO
S00004496,SUB-00004496,C0001876,SUBSCR-0004496,33641327712,623948820181065,P_PLUS_40,active,2025-11-16,,SOUTH
S00004497,SUB-00004497,C0001876,SUBSCR-0004497,33961007844,495954128678936,P_BASIC_10,active,2025-08-25,,SOUTH
S00004498,SUB-00004498, C0001876 ,SUBSCR-0004498,33157293974,848535793064855,P_PREMIUM_120,active,2025-08-03,,SOUTH
S00004499,SUB-00004499,C0001877,SUBSCR-0004499,33471332561,981432098744254,P_BASIC_10,active,2022-07-24,,METRO
S00004500,SUB-00004500,C0001877,SUBSCR-0004500,33105619445,469683002859558,P_BIZ_200,active,2024-09-10,,METRO
S00004501,SUB-00004501,C0001878,SUBSCR-0004501,33493116582,974342590720526,P_PLUS_40,active,2022-10-26,,METRO
S00004502,SUB-00004502,C0001878,SUBSCR-0004502,33182045328,005607176981841,P_BASIC_10,active,2025-02-07,,METRO
S00004503,SUB-00004503,C0001878,SUBSCR-0004503,33040299771,056376772565442,P_PLUS_40,churned,2023-06-29,2025-09-11,METRO
S00004504,SUB-00004504,C9999998,SUBSCR-0004504,33140135017,097534510459765,P_PREMIUM_120,active,2025-08-11,,EAST
S00004505,SUB-00004505,C0001879,SUBSCR-0004505,33336685886,640534440854436,P_BASIC_10,active,2025-07-03,,EAST
S00004506,SUB-00004506,C0001879,SUBSCR-0004506,33085148732,014294695636432,P_PREMIUM_120,active,2025-09-08,,EAST
S00004507,SUB-00004507,C9999995,SUBSCR-0004507,33384910228,538675177098473,P_PLUS_40,active,2023-03-29,,WEST
S00004508,SUB-00004508,C0001880,SUBSCR-0004508,33362528421,995860876598390,P_PREMIUM_120,active,2025-07-31,,WEST
S00004509,SUB-00004509,C0001881,SUBSCR-0004509,33147188974,450322252130142,P_PLUS_40,active,2023-03-24,,SOUTH
S00004510,SUB-00004510,C0001882,SUBSCR-0004510,33734647994,981399228987113,P_BIZ_200,active,2024-11-17,,EAST
S00004511,SUB-00004511,C0001882,SUBSCR-0004511,33412034776,521172817519952,P_BIZ_200,active,2024-10-05,,EAST
S00004512,SUB-00004512,C0001883,SUBSCR-0004512,33418843323,933173819666272,P_PLUS_40,active,2024-10-26,,METRO
S00004513,SUB-00004513,C0001883,SUBSCR-0004513,33481448991,304722982083903,P_PLUS_40,active,2024-06-03,,METRO
S00004514,SUB-00004514,C0001884,SUBSCR-0004514,33720970562,085359510608431,P_BIZ_200,active,2025-10-02,,SOUTH
S00004515,SUB-00004515,C9999994,SUBSCR-0004515,33435678041,908177759741663,P_BIZ_200,active,2025-04-03,,SOUTH
S00004516,SUB-00004516,C0001884,SUBSCR-0004516,33165225389,074997853133363,P_BIZ_200,active,2025-08-22,,SOUTH
S00004517,SUB-00004517,C0001884,SUBSCR-0004517,33347382717,164801856574531,P_BIZ_200,active,2025-06-22,,SOUTH
S00004518,SUB-00004518,C0001884,SUBSCR-0004518,33143027198,249616745246828,P_BIZ_200,active,2025-07-07,,SOUTH
S00004519,SUB-00004519,C0001884,SUBSCR-0004519,33688793818,157916158732251,P_PREMIUM_120,active,2025-03-17,,SOUTH
S00004520,SUB-00004520,C0001885,SUBSCR-0004520,33272840528,855223081489977,P_BASIC_10,active,2025-11-17,,WEST
S00004521,SUB-00004521,C0001886,SUBSCR-0004521,33429514486,789887423992859,P_BIZ_200,churned,2024-08-22,2025-06-21,CENTER
S00004522,SUB-00004522,C0001886,SUBSCR-0004522,33864500760,203834351359999,P_BIZ_200,active,2023-08-12,,CENTER
S00004523,SUB-00004523,C0001887,SUBSCR-0004523,33281454666,289479122541252,P_PLUS_40,suspended,2025-05-22,,METRO
S00004524,SUB-00004524,C9999995,SUBSCR-0004524,33467610234,803173074967147,P_BASIC_10,active,2025-10-29,,METRO
S00004525,SUB-00004525,C9999992,SUBSCR-0004525,33770214445,467796550186792,P_BASIC_10,active,2025-09-18,,METRO
S00004526,SUB-00004526,C0001888,SUBSCR-0004526,33471249560,454199925146119,P_BIZ_200,churned,2024-11-05,2025-04-25,METRO
S00004527,SUB-00004527,C0001889,SUBSCR-0004527,33509018344,764937689893650,P_PLUS_40,churned,2025-11-25,2025-11-25,SOUTH
S00004528,SUB-00004528,C0001890,SUBSCR-0004528,33613248470,498244385102641,P_PLUS_40,active,2023-08-24,,EAST
S00004529,SUB-00004529,C0001891,SUBSCR-0004529,33925812557,490522067925767,P_PREMIUM_120,active,2025-12-16,,WEST
S00004530,SUB-00004530,C0001892,SUBSCR-0004530,33983563673,407478520679900,P_PLUS_40,churned,2025-08-15,2025-12-13,CENTER
S00004531,SUB-00004531,0001892,SUBSCR-0004531,33992343578,390632137632207,P_PLUS_40,active,2025-10-16,,CENTER
S00004532,SUB-00004532,C0001893,SUBSCR-0004532,33614713290,213336802059947,P_PREMIUM_120,active,2025-06-28,,WEST
S00004533,SUB-00004533,C0001893,SUBSCR-0004533,33793421997,397005716264963,P_BIZ_200,active,2025-08-19,,WEST
S00004534,SUB-00004534,C0001893,SUBSCR-0004534,33782308806,328408483054138,P_BIZ_200,active,2025-05-14,,WEST
S00004535,SUB-00004535,C0001893,SUBSCR-0004535,33894320325,455638184265718,P_PREMIUM_120,active,2022-10-27,,WEST
S00004536,SUB-00004536,C0001894,SUBSCR-0004536,33968320803,289761520553128,P_BIZ_200,active,2025-12-20,,NORTH
S00004537,SUB-00004537,C0001894,SUBSCR-0004537,33842676563,838924054546609,P_PLUS_40,active,2025-12-23,,NORTH
S00004538,SUB-00004538,C0001894,SUBSCR-0004538,33943963463,861350980187934,P_PLUS_40,active,2025-10-15,,NORTH
S00004539,SUB-00004539,C0001894,SUBSCR-0004539,33033167085,598151881873401,P_BIZ_200,churned,2025-10-05,2025-11-10,NORTH
S00004540,SUB-00004540,C0001895,SUBSCR-0004540,33309269357,616601348462092,P_BASIC_10,active,2025-12-05,,EAST
S00004541,SUB-00004541,C0001896,SUBSCR-0004541,33851370935,749964895301767,P_PLUS_40,suspended,2024-02-24,,CENTER
S00004542,SUB-00004542,C0001896,SUBSCR-0004542,33134396145,225149857912917,P_PREMIUM_120,active,2024-05-20,,CENTER
S00004543,SUB-00004543,C0001897,SUBSCR-0004543,33927859345,739483868924282,P_PLUS_40,active,2024-07-12,,NORTH
S00004544,SUB-00004544,C0001897,SUBSCR-0004544,33393010792,999204726091091,P_BASIC_10,active,2025-08-31,,NORTH
S00004545,SUB-00004545,C0001898,SUBSCR-0004545,33154581866,554967166684765,P_PREMIUM_120,churned,2025-12-07,2025-12-11,NORTH
S00004546,SUB-00004546,C0001898,SUBSCR-0004546,33945370211,876405536026143,P_PREMIUM_120,active,2025-06-27,,NORTH
S00004547,SUB-00004547,C0001899,SUBSCR-0004547,33636806743,534859772624283,P_PLUS_40,active,2025-07-30,,METRO
S00004548,SUB-00004548,C0001900,SUBSCR-0004548,33681250771,660943574670276,P_BIZ_200,active,2024-12-04,,WEST
S00004549,SUB-00004549,C0001900,SUBSCR-0004549,33762366916,805585006818238,P_BIZ_200,active,2025-07-21,,WEST
S00004550,SUB-00004550,C0001901,SUBSCR-0004550,33689109152,271635983545072,P_PLUS_40,active,2025-12-16,,CENTER
S00004551,SUB-00004551,C9999990,SUBSCR-0004551,33289373190,140584070768302,P_PREMIUM_120,active,2024-09-03,,CENTER
S00004552,SUB-00004552,C0001902,SUBSCR-0004552,33317110302,966328744977114,P_PLUS_40,suspended,2025-05-12,,CENTER
S00004553,SUB-00004553, C0001902 ,SUBSCR-0004553,33816466652,414362161325130,P_BIZ_200,suspended,2025-09-27,,CENTER
S00004554,SUB-00004554,C0001902,SUBSCR-0004554,33390664403,086911855966214,P_BIZ_200,active,2024-08-30,,CENTER
S00004555,SUB-00004555,C0001903,SUBSCR-0004555,33080493115,609716103121876,P_BIZ_200,churned,2025-06-24,2025-12-12,NORTH
S00004556,SUB-00004556,C9999994,SUBSCR-0004556,33721418992,056847570778602,P_BASIC_10,active,2025-07-14,,SOUTH
S00004557,SUB-00004557,0001904,SUBSCR-0004557,33138943185,602433412683529,P_PLUS_40,active,2025-04-17,,SOUTH
S00004558,SUB-00004558,C0001905,SUBSCR-0004558,33161274388,443315446942250,P_PLUS_40,active,2024-06-10,,SOUTH
S00004559,SUB-00004559, C0001905 ,SUBSCR-0004559,33709854088,858164124025985,P_BIZ_200,active,2024-02-10,,SOUTH
S00004560,SUB-00004560,C0001906,SUBSCR-0004560,33373924164,737157345257725,P_PLUS_40,churned,2025-11-13,2025-12-01,CENTER
S00004561,SUB-00004561,C0001906,SUBSCR-0004561,33675511539,136113869572208,P_PLUS_40,active,2025-10-04,,CENTER
S00004562,SUB-00004562,C0001907,SUBSCR-0004562,33843278650,516768749809934,P_BIZ_200,churned,2025-09-18,2025-10-13,METRO
S00004563,SUB-00004563,C0001907,SUBSCR-0004563,33969825161,,P_BASIC_10,active,2025-12-28,,METRO
S00004564,SUB-00004564,C0001908,SUBSCR-0004564,33806634089,693685215090473,P_PLUS_40,active,2025-09-13,,EAST
S00004565,SUB-00004565,C0001908,SUBSCR-0004565,33013194210,162244167586907,P_PLUS_40,active,2024-10-03,,EAST
S00004566,SUB-00004566,C0001908,SUBSCR-0004566,33488436482,532670687210342,P_PLUS_40,churned,2024-12-31,2025-04-13,EAST
S00004567,SUB-00004567,C9999991,SUBSCR-0004567,33812325369,732019474541534,P_PLUS_40,active,2025-09-25,,METRO
S00004568,SUB-00004568,C0001909,SUBSCR-0004568,33467820520,014915667936321,P_BIZ_200,suspended,2024-09-14,,METRO
S00004569,SUB-00004569,C0001910,SUBSCR-0004569,33257860220,317150914372208,P_PLUS_40,active,2025-01-31,,WEST
S00004570,SUB-00004570,C0001910,SUBSCR-0004570,33062705758,505471704981535,P_PREMIUM_120,active,2023-07-16,,WEST
S00004571,SUB-00004571,C0001910,SUBSCR-0004571,33896554493,529928764321339,P_PLUS_40,active,2025-05-14,,WEST
S00004572,SUB-00004572,C0001911,SUBSCR-0004572,33631848290,444672626810950,P_PLUS_40,active,2025-06-25,,CENTER
S00004573,SUB-00004573,C0001911,SUBSCR-0004573,33145649604,895093438348589,P_PLUS_40,churned,2025-05-24,2025-10-28,CENTER
S00004574,SUB-00004574,C0001912,SUBSCR-0004574,33989275223,,P_BASIC_10,active,2022-01-14,,METRO
S00004575,SUB-00004575,0001912,,33736464204,484955293059962,P_BASIC_10,active,2022-11-05,,METRO
S00004576,SUB-00004576,C0001912,SUBSCR-0004576,33597946050,011998115804519,P_BIZ_200,active,2025-05-11,,METRO
S00004577,SUB-00004577,C9999995,SUBSCR-0004577,33158329040,613366227161621,P_BASIC_10,active,2025-11-08,,NORTH
S00004578,SUB-00004578,C0001913,SUBSCR-0004578,33529592638,552590736979606,P_PLUS_40,active,2024-11-20,,NORTH
S00004579,SUB-00004579,C0001914,SUBSCR-0004579,33910587563,030419470528846,P_PLUS_40,active,2023-05-02,,SOUTH
S00004580,SUB-00004580,C0001914,SUBSCR-0004580,33648796395,316352364370984,P_PREMIUM_120,active,2023-07-28,,SOUTH
S00004581,SUB-00004581,C0001914,SUBSCR-0004581,33303645973,839472847121166,P_BASIC_10,suspended,2024-03-22,,SOUTH
S00004582,SUB-00004582,C0001915,SUBSCR-0004582,33756543971,134596736695972,P_PLUS_40,active,2024-09-27,,SOUTH
S00004583,SUB-00004583,C0001915,SUBSCR-0004583,33078128870,109066320843040,P_BASIC_10,churned,2024-09-07,2025-12-23,SOUTH
S00004584,SUB-00004584,C0001915,SUBSCR-0004584,33969915124,349529908477715,P_BASIC_10,active,2024-09-30,,SOUTH
S00004585,SUB-00004585,C0001916,SUBSCR-0004585,33188395980,318504748692438,P_BASIC_10,active,2025-10-24,,SOUTH
S00004586,SUB-00004586,C0001916,SUBSCR-0004586,33165948883,566739257848181,P_BASIC_10,active,2025-05-07,,SOUTH
S00004587,SUB-00004587,C0001916,SUBSCR-0004587,33846305853,115637949744025,P_PLUS_40,active,2022-11-10,,SOUTH
S00004588,SUB-00004588,C0001917,,33351785451,419661290025652,P_PLUS_40,active,2024-04-29,,WEST
S00004589,SUB-00004589,C0001918,SUBSCR-0004589,33713428445,381546756672185,P_BIZ_200,active,2023-12-04,,CENTER
S00004590,SUB-00004590,C0001919,SUBSCR-0004590,33681732124,614986462906581,P_PREMIUM_120,active,2024-03-18,,METRO
S00004591,SUB-00004591,C0001920,SUBSCR-0004591,33341749862,586889262007869,P_BIZ_200,suspended,2025-06-15,,SOUTH
S00004592,SUB-00004592,C0001920,SUBSCR-0004592,33811517082,414007359989465,P_PLUS_40,active,2025-06-13,,SOUTH
S00004593,SUB-00004593,C0001920,SUBSCR-0004593,33021982908,919469271797425,P_PLUS_40,active,2025-05-07,,SOUTH
S00004594,SUB-00004594,C0001921,SUBSCR-0004594,33444829282,470764414808643,P_PREMIUM_120,active,2025-02-08,,WEST
S00004595,SUB-00004595,C0001922,SUBSCR-0004595,33251675533,044288859158068,P_PREMIUM_120,active,2024-06-30,,WEST
S00004596,SUB-00004596,C0001922,SUBSCR-0004596,33907810768,558328819823235,P_PLUS_40,active,2025-03-25,,WEST
S00004597,SUB-00004597,C0001922,SUBSCR-0004597,33610180727,112230949493281,P_PREMIUM_120,churned,2023-10-08,2024-08-06,WEST
S00004598,SUB-00004598,C0001923,SUBSCR-0004598,33448269608,265538559728210,P_PLUS_40,active,2024-12-15,,METRO
S00004599,SUB-00004599,C0001923,SUBSCR-0004599,33971808129,089315116653534,P_PLUS_40,churned,2025-12-11,2025-12-22,METRO
S00004600,SUB-00004600,C0001923,SUBSCR-0004600,33140020416,,P_PLUS_40,active,2025-06-16,,METRO
S00004601,SUB-00004601,C0001924,SUBSCR-0004601,33052674829,686159997119902,P_PREMIUM_120,active,2024-03-29,,WEST
S00004602,SUB-00004602,C0001925,SUBSCR-0004602,33188684606,660528543183232,P_BIZ_200,active,2025-01-02,,SOUTH
S00004603,SUB-00004603,C0001926,SUBSCR-0004603,33269522828,,P_PREMIUM_120,suspended,2025-06-23,,NORTH
S00004604,SUB-00004604,C0001926,SUBSCR-0004604,33501831406,213332502391246,P_PLUS_40,active,2025-12-02,,NORTH
S00004605,SUB-00004605,C0001927,SUBSCR-0004605,33169845140,601838467474163,P_PREMIUM_120,active,2025-07-18,,EAST
S00004606,SUB-00004606,C0001927,SUBSCR-0004606,33618513378,202203461559305,P_BIZ_200,churned,2025-01-12,2025-11-08,EAST
S00004607,SUB-00004607,C0001927,SUBSCR-0004607,33520150277,036403327495744,P_BIZ_200,active,2025-09-25,,EAST
S00004608,SUB-00004608,C0001927,SUBSCR-0004608,33639133075,674302781559055,P_BIZ_200,active,2024-08-29,,EAST
S00004609,SUB-00004609,C0001928,,33966067455,408353914316379,P_BASIC_10,active,2025-04-25,,NORTH
S00004610,SUB-00004610,C0001929,SUBSCR-0004610,33692424738,020870924986242,P_BIZ_200,active,2025-08-30,,METRO
S00004611,SUB-00004611,C0001929,SUBSCR-0004611,33867162493,790954727539197,P_PLUS_40,active,2025-08-21,,METRO
S00004612,SUB-00004612,C9999992,SUBSCR-0004612,33433695014,221007413820524,P_PLUS_40,active,2024-05-18,,SOUTH
S00004613,SUB-00004613,C0001931,SUBSCR-0004613,33209235837,367648976655119,P_BASIC_10,active,2023-03-14,,WEST
S00004614,SUB-00004614,C0001931,SUBSCR-0004614,33045065568,351733923359473,P_BIZ_200,active,2025-04-03,,WEST
S00004615,SUB-00004615,C0001931,SUBSCR-0004615,33469197878,494587887094777,P_PLUS_40,active,2024-04-08,,WEST
S00004616,SUB-00004616,C0001932,SUBSCR-0004616,33862314224,843516225568541,P_PLUS_40,active,2025-10-02,,EAST
S00004617,SUB-00004617,C0001932,SUBSCR-0004617,33195660633,,P_PLUS_40,active,2025-08-23,,EAST
S00004618,SUB-00004618,C9999991,SUBSCR-0004618,33704608972,598486683507972,P_PLUS_40,active,2025-06-06,,EAST
S00004619,SUB-00004619,C0001933,SUBSCR-0004619,33886607981,695867629237183,P_BIZ_200,churned,2025-10-08,2025-10-20,METRO
S00004620,SUB-00004620,C9999998,SUBSCR-0004620,33776069727,340333657423817,P_PLUS_40,suspended,2025-10-15,,METRO
S00004621,SUB-00004621,C0001934,SUBSCR-0004621,33804642198,284011456499683,P_PLUS_40,active,2025-12-21,,EAST
S00004622,SUB-00004622,C0001934,SUBSCR-0004622,33488298010,067961932562341,P_BASIC_10,active,2025-10-05,,EAST
S00004623,SUB-00004623, C0001935 ,SUBSCR-0004623,33021905889,041380537927317,P_PLUS_40,active,2023-09-12,,METRO
S00004624,SUB-00004624,C0001936,SUBSCR-0004624,33907410409,611059491045187,P_PREMIUM_120,active,2022-07-01,,CENTER
S00004625,SUB-00004625,C0001937,SUBSCR-0004625,33619283123,279551025314892,P_PREMIUM_120,active,2025-08-24,,WEST
S00004626,SUB-00004626,C0001937,SUBSCR-0004626,33757788025,535852319372538,P_PREMIUM_120,active,2025-10-31,,WEST
